thomas_num,thomas_name,icpsr,congress,year,st_name,cd,dem,majority,elected,female,votepct,dwnom1,deleg_size,speaker,chair,subchr,power,budget,seniority,maj_leader,min_leader,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,les
"Numeric counter for order in THOMAS data, starting with 93rd Congress","Legislator name, as given in THOMAS","ICPSR number, according to Poole and Rosenthal",Congress number,Year at start of Congress,Two-letter state code,Congressional district number,1 = Democrat,1 = majority party member,Year first elected to House,1 = female,Percent vote received to enter this Congress,First-dimension DW-NOMINATE score,Size of House delegation from member's state,1= Speaker,1 = Committee Chair,1 = Subcommittee Chair,"1 = Member of Appropriation, Rules, or Ways and Means",1 = Member of Budget,"Seniority, number of terms served counting current",1 = Majority party leadership,1 = Minority party leadership,Number of substantive and significant bills sponsored,Number of substantive and significant bills with action in committee,Number of substantive and significant bills with action beyond committee,Number of substantive and significant bills passed House,Number of substantive and significant bills became law,Number of substantive bills sponsored,Number of substantive bills with action in committee,Number of substantive bills with action beyond committee,Number of substantive bills passed House,Number of substantive bills became law,Number of commemorative bills sponsored,Number of commemorative bills with action in committee,Number of commemorative bills with action beyond committee,Number of commemorative bills passed House,Number of commemorative bills became law,Legislative Effectiveness Score (1-5-10)
8284,"McCollum, Betty",20122,111,2009,MN,4,1,1,2000,1,68,-0.418000013,8,0,0,0,1,1,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.125600874
8285,"McCotter, Thaddeus",20332,111,2009,MI,11,0,0,2002,0,51,0.549000025,15,0,0,0,0,0,4,0,1,0,0,0,0,0,11,0,0,0,0,1,1,1,1,1,0.303534836
8286,"McDermott, Jim",15613,111,2009,WA,7,1,1,1988,0,84,-0.709999979,9,0,0,1,1,0,11,0,0,1,0,1,1,1,39,1,3,2,0,1,0,0,0,0,2.500914574
8287,"McGovern, James",29729,111,2009,MA,3,1,1,1996,0,98,-0.555000007,10,0,0,1,1,1,7,0,0,0,0,0,0,0,17,1,0,0,0,1,1,1,1,1,0.502623796
8288,"McHenry, Patrick",20522,111,2009,NC,10,0,0,2004,0,58,0.764999986,13,0,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.055822607
8289,"McHugh, John",39316,111,2009,NY,23,0,0,1992,0,65,0.361999989,29,0,0,0,0,0,9,0,0,0,0,0,0,0,13,1,1,1,0,1,1,1,1,1,0.679002762
8290,"McIntyre, Mike",29746,111,2009,NC,7,1,1,1996,0,69,-0.141000003,13,0,0,1,0,0,7,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0.389423549
8291,"McKeon, Howard",29315,111,2009,CA,25,0,0,1992,0,58,0.606999993,53,0,0,0,0,0,9,0,0,0,0,0,0,0,11,2,1,1,0,0,0,0,0,0,0.616423845
8292,"McMahon, Michael",20933,111,2009,NY,13,1,1,2008,0,61,-0.187999994,29,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0.371758103
8293,"McMorris Rodgers, Cathy",20535,111,2009,WA,5,0,0,2004,1,65,0.59799999,9,0,0,0,0,0,3,0,1,0,0,0,0,0,5,0,0,0,0,1,1,1,1,1,0.219800919
8294,"McNerney, Jerry",20702,111,2009,CA,11,1,1,2006,0,55,-0.224999994,53,0,0,0,0,0,2,0,0,0,0,0,0,0,14,3,2,2,0,0,0,0,0,0,1.005847335
8295,"Meek, Kendrick",20358,111,2009,FL,17,1,1,2002,0,100,-0.344999999,25,0,0,0,1,0,4,0,0,0,0,0,0,0,34,1,1,0,0,1,1,1,1,1,0.84444809
8296,"Meeks, Gregory",29776,111,2009,NY,6,1,1,1998,0,100,-0.360000014,29,0,0,1,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.097689562
8297,"Melancon, Charlie",20513,111,2009,LA,3,1,1,2004,0,100,-0.163000003,7,0,0,0,0,1,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.223290429
8298,"Mica, John",29331,111,2009,FL,7,0,0,1992,0,62,0.658999979,25,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,2,1,1,1,1,0.208636403
8299,"Michaud, Michael",20328,111,2009,ME,2,1,1,2002,0,67,-0.289999992,2,0,0,1,0,0,4,0,0,0,0,0,0,0,12,2,1,1,0,2,2,2,2,0,0.77498436
8300,"Miller, Brad",20341,111,2009,NC,13,1,1,2002,0,66,-0.361000001,13,0,0,1,0,0,4,0,0,0,0,0,0,0,13,3,2,2,0,0,0,0,0,0,0.991891742
8301,"Miller, Candice",20331,111,2009,MI,10,0,0,2002,1,66,0.57099998,15,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.055822607
8302,"Miller, Gary",29905,111,2009,CA,42,0,0,1998,0,60,0.635999978,53,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,2,2,0,0,0,0,0,0,0.617915332
8303,"Miller, Jeff",20110,111,2009,FL,1,0,0,2001,0,70,0.801999986,25,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,1,0.219800919
8304,"Miller, George",14256,111,2009,CA,7,1,1,1974,0,73,-0.647000015,53,0,1,0,0,0,18,1,0,3,2,3,2,0,27,8,14,10,2,0,0,0,0,0,6.500290394
8305,"Minnick, Walter",20912,111,2009,ID,1,1,1,2008,0,51,0.088,2,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,2,2,0,1,1,1,1,1,0.795849264
8306,"Mitchell, Harry",20700,111,2009,AZ,5,1,1,2006,0,53,-0.028999999,8,0,0,1,0,0,2,0,0,0,0,0,0,0,11,2,2,2,1,0,0,0,0,0,1.237226367
8307,"Mollohan, Alan",15083,111,2009,WV,1,1,1,1982,0,100,-0.286000013,3,0,0,1,1,0,14,0,0,1,1,1,1,1,3,1,1,1,1,0,0,0,0,0,2.278251171
8308,"Moore, Dennis",29915,111,2009,KS,3,1,1,1998,0,56,-0.244000003,4,0,0,1,0,0,6,0,0,0,0,0,0,0,15,1,3,2,1,2,1,1,1,1,1.435086012
8309,"Moore, Gwen",20537,111,2009,WI,4,1,1,2004,1,88,-0.537999988,8,0,0,0,0,1,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0.209334776
8310,"Moran, James",29722,111,2009,KS,1,0,0,1996,0,82,0.532000005,4,0,0,0,0,0,7,0,0,0,0,0,0,0,21,4,2,2,1,0,0,0,0,0,1.607493043
8311,"Moran, Jerry",29149,111,2009,VA,8,1,1,1990,0,68,-0.326000005,11,0,0,0,1,0,10,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0.366556764
8312,"Murphy, Christopher",20707,111,2009,CT,5,1,1,2006,0,59,-0.289999992,5,0,0,0,0,0,2,0,0,0,0,0,0,0,14,3,4,3,0,0,0,0,0,0,1.342627168
8313,"Murphy, Tim",20346,111,2009,PA,18,0,0,2002,0,64,0.386999995,19,0,0,0,0,0,4,0,0,0,0,0,0,0,6,2,1,1,0,0,0,0,0,0,0.546645582
8314,"Murphy, Scott",20956,111,2009,NY,20,1,1,2009,0,50,-0.081,29,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.167467818
8315,"Murphy, Patrick",20745,111,2009,PA,8,1,1,2006,0,57,-0.226999998,19,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,2,2,0,0,0,0,0,0,0.65978229
8316,"Murtha, John",14072,111,2009,PA,12,1,1,1974,0,58,-0.221000001,19,0,0,1,1,0,18,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.51418221
8317,"Myrick, Sue",29549,111,2009,NC,9,0,0,1994,1,62,0.769999981,13,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0.128391996
8318,"Nadler, Jerrold",29377,111,2009,NY,8,1,1,1992,0,80,-0.488999993,29,0,0,1,0,0,9,0,0,0,0,0,0,0,23,3,1,0,0,1,0,1,1,1,0.898574948
8319,"Napolitano, Grace",29903,111,2009,CA,38,1,1,1998,1,82,-0.481000006,53,0,0,1,0,0,6,0,0,0,0,0,0,0,4,2,1,1,0,1,0,0,0,0,0.521525383
8320,"Neal, Richard",15616,111,2009,MA,2,1,1,1988,0,98,-0.458000004,10,0,0,1,1,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0.18142347
8321,"Neugebauer, Randy",20353,111,2009,TX,19,0,0,2003,0,72,0.773999989,32,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0.131183133
8322,"Norton, Eleanor",,111,2009,DC,,1,1,1990,1,92,,1,0,0,1,0,0,10,0,0,1,1,1,0,0,43,11,9,9,1,1,1,1,1,1,4.965214252
8323,"Nunes, Devin",20307,111,2009,CA,21,0,0,2002,0,68,0.685000002,53,0,0,0,1,1,4,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0.357802451
8324,"Nye, Glenn",20950,111,2009,VA,2,1,1,2008,0,52,-0.025,11,0,0,1,0,0,1,0,0,0,0,0,0,0,17,4,3,3,0,0,0,0,0,0,1.395270944
8325,"Oberstar, James",14265,111,2009,MN,8,1,1,1974,0,68,-0.532999992,8,0,1,0,0,0,18,0,0,3,1,3,3,2,30,16,22,12,6,1,1,1,1,1,11.84023762
8326,"Obey, David",12036,111,2009,WI,7,1,1,1969,0,61,-0.44600001,8,0,1,1,1,0,21,0,0,7,3,7,6,5,2,0,0,0,0,0,0,0,0,0,7.79700613
8327,"Olson, Pete",20948,111,2009,TX,22,0,0,2008,0,52,0.667999983,32,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.111645214
8328,"Olver, John",29123,111,2009,MA,1,1,1,1991,0,73,-0.624000013,10,0,0,1,1,0,10,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,2.237206697
8329,"Ortiz, Solomon",15049,111,2009,TX,27,1,1,1982,0,58,-0.238000005,32,0,0,1,0,0,14,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,0,0,0.448037297
8330,"Owens, William",20957,111,2009,NY,23,1,1,2009,0,65,-0.178000003,29,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,1,1,1,1,0,0,0,0,0.805017233
8331,"Pallone, Frank",15454,111,2009,NJ,6,1,1,1988,0,67,-0.540000021,13,0,0,1,0,0,11,0,0,2,1,2,1,1,23,4,2,2,1,0,0,0,0,0,3.372698545
8332,"Pascrell, Bill",29741,111,2009,NJ,8,1,1,1996,0,71,-0.388999999,13,0,0,0,1,0,7,0,0,0,0,0,0,0,30,2,2,1,0,0,0,0,0,0,0.986159384
8333,"Pastor, Ed",29101,111,2009,AZ,4,1,1,1991,0,72,-0.448000014,8,0,0,0,1,0,10,1,0,1,1,1,1,1,3,1,1,1,1,5,0,0,0,0,2.292206764
8334,"Paul, Ron",14290,111,2009,TX,14,0,0,1996,0,100,1.225999951,32,0,0,0,0,0,7,0,0,0,0,0,0,0,61,2,1,1,1,0,0,0,0,0,1.702807426
8335,"Paulsen, Erik",20924,111,2009,MN,3,0,0,2008,0,48,0.694000006,8,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,3,3,0,1,0,0,0,0,0.908730626
8336,"Payne, Donald",15619,111,2009,NJ,10,1,1,1988,0,99,-0.58099997,13,0,0,1,0,0,11,0,0,0,0,0,0,0,14,1,0,0,0,1,0,0,0,0,0.313525289
8337,"Pelosi, Nancy",15448,111,2009,CA,8,1,1,1987,1,72,-0.412999988,53,1,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0,0,0,2,1,1,1,1,0.278414667
8338,"Pence, Mike",20117,111,2009,IN,6,0,0,2000,0,64,0.833999991,9,0,0,0,0,0,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.069778264
8339,"Perlmutter, Ed",20705,111,2009,CO,7,1,1,2006,0,63,-0.286000013,7,0,0,0,1,0,2,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0.331578463
8340,"Perriello, Thomas",20951,111,2009,VA,5,1,1,2008,0,50,-0.098999999,11,0,0,0,0,0,1,0,0,0,0,0,0,0,18,8,6,4,1,0,0,0,0,0,2.700605869
8341,"Peters, Gary",20923,111,2009,MI,9,1,1,2008,0,52,-0.272000015,15,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0.501068771
8342,"Peterson, Collin",29127,111,2009,MN,7,1,1,1990,0,72,-0.169,8,0,1,0,0,0,10,0,0,0,0,0,0,0,8,4,4,1,1,1,0,1,1,0,1.556833982
8343,"Petri, Thomas",14675,111,2009,WI,6,0,0,1979,0,64,0.736999989,8,0,0,0,0,0,16,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.097689562
8344,"Pierluisi, Pedro",,111,2009,PR,,1,1,2008,0,53,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,1,1,0,0,0,0,0,0,0.487113118
8345,"Pingree, Chellie",20920,111,2009,ME,1,1,1,2008,1,55,-0.48300001,2,0,0,0,1,0,1,0,0,0,0,0,0,0,12,1,0,0,0,1,0,0,0,0,0.285613984
8346,"Pitts, Joseph",29752,111,2009,PA,16,0,0,1996,0,56,0.765999973,19,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0.195379123
8347,"Platts, Todd",20135,111,2009,PA,19,0,0,2000,0,67,0.465000004,19,0,0,0,0,0,5,0,0,0,0,0,0,0,17,1,1,1,0,1,0,0,0,0,0.587593794
8348,"Poe, Ted",20528,111,2009,TX,2,0,0,2004,0,89,0.671000004,32,0,0,0,0,0,3,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0.464246333
8349,"Polis, Jared",20904,111,2009,CO,2,1,1,2008,0,63,-0.326999992,7,0,0,0,1,0,1,0,0,0,0,0,0,0,23,2,1,1,0,1,0,0,0,0,0.786682785
8350,"Pomeroy, Earl",29384,111,2009,ND,1,1,1,1992,0,62,-0.224999994,1,0,0,0,1,0,9,0,0,1,0,1,1,0,36,0,2,1,1,0,0,0,0,0,1.720098734
8351,"Posey, Bill",20909,111,2009,FL,15,0,0,2008,0,53,0.717000008,25,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,1,0,1,1,0,0.216699272
8352,"Price, Tom",20505,111,2009,GA,6,0,0,2004,0,68,0.815999985,13,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.15351218
8353,"Price, David",15438,111,2009,NC,4,1,1,1996,0,63,-0.393999994,13,0,0,1,1,0,7,0,0,3,1,3,3,2,10,0,0,0,0,0,0,0,0,0,3.401614189
8354,"Putnam, Adam",20113,111,2009,FL,12,0,0,2000,0,57,0.60799998,25,0,0,0,0,0,5,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0.605646968
8355,"Quigley, Mike",20954,111,2009,IL,5,1,1,2009,0,69,-0.323000014,19,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,1,0,1,1,1,1,1,0.493869454
8356,"Radanovich, George",29505,111,2009,CA,19,0,0,1994,0,98,0.683000028,53,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.055822607
8357,"Rahall, Nick",14448,111,2009,WV,3,1,1,1976,0,67,-0.321999997,3,0,1,0,0,0,17,0,0,1,1,1,1,0,15,5,5,4,1,0,0,0,0,0,2.931119919
8358,"Rangel, Charles",13035,111,2009,NY,15,1,1,1970,0,89,-0.432000011,29,0,1,0,1,0,20,0,0,6,1,6,5,5,22,0,8,8,8,5,1,1,1,1,12.24999237
8359,"Reed, Tom",21101,111,2009,NY,29,0,0,2010,0,56,0.616999984,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8360,"Rehberg, Denny",20125,111,2009,MT,1,0,0,2000,0,64,0.513999999,1,0,0,0,1,0,5,0,0,0,0,0,0,0,32,2,1,1,1,0,0,0,0,0,1.298093557
8361,"Reichert, David",20536,111,2009,WA,8,0,0,2004,0,53,0.479999989,9,0,0,0,1,0,3,0,0,0,0,0,0,0,7,1,1,1,0,0,0,0,0,0,0.44524616
8362,"Reyes, Silvestre",29764,111,2009,TX,16,1,1,1996,0,82,-0.314999998,32,0,1,0,0,0,7,0,0,1,1,1,1,1,6,0,1,1,0,2,1,1,1,1,1.968975902
8363,"Richardson, Laura",20752,111,2009,CA,37,1,1,2007,1,75,-0.326000005,53,0,0,0,0,0,2,0,0,0,0,0,0,0,26,1,2,1,1,0,0,0,0,0,1.203582764
8364,"Rodriguez, Ciro",29771,111,2009,TX,23,1,1,2006,0,56,-0.300000012,32,0,0,0,1,0,2,0,0,0,0,0,0,0,19,4,2,1,0,0,0,0,0,0,1.063357353
8365,"Roe, David",20947,111,2009,TN,1,0,0,2008,0,72,0.702000022,9,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.041866954
8366,"Rogers, Harold",14854,111,2009,KY,5,0,0,1980,0,84,0.512000024,6,0,0,0,1,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.027911304
8367,"Rogers, Mike",20301,111,2009,AL,3,0,0,2002,0,53,0.44600001,7,0,0,0,0,0,4,0,0,0,0,0,0,0,11,3,3,2,2,0,0,0,0,0,1.845760703
8368,"Rohrabacher, Dana",15621,111,2009,CA,46,0,0,1988,0,53,0.927999973,53,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0.114436343
8369,"Rooney, Thomas",20910,111,2009,FL,16,0,0,2008,0,60,0.66900003,25,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,1,1,0,2,2,2,2,1,0.649905801
8370,"Ros-Lehtinen, Ileana",15634,111,2009,FL,18,0,0,1989,1,58,0.465999991,25,0,0,0,0,0,11,0,0,0,0,0,0,0,35,1,2,2,1,3,1,1,1,1,1.612411976
8371,"Roskam, Peter",20715,111,2009,IL,6,0,0,2006,0,58,0.665000021,19,0,0,0,1,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.125600874
8372,"Ross, Mike",20102,111,2009,AR,4,1,1,2000,0,86,-0.115999997,4,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.125600874
8373,"Rothman, Steven",29742,111,2009,NJ,9,1,1,1996,0,68,-0.352999985,13,0,0,0,1,0,7,0,0,0,0,0,0,0,7,0,1,1,0,2,1,1,1,1,0.482704937
8374,"Roybal-Allard, Lucille",29317,111,2009,CA,34,1,1,1992,1,77,-0.421000004,53,0,0,0,1,0,9,0,0,0,0,0,0,0,11,1,0,0,0,1,0,0,0,0,0.271658331
8375,"Royce, Edward",29321,111,2009,CA,40,0,0,1992,0,63,0.916000009,53,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,1,1,1,0,0,0,0,0,0.71849215
8376,"Ruppersberger, C.",20329,111,2009,MD,2,1,1,2002,0,72,-0.261999995,8,0,0,1,1,0,4,0,0,0,0,0,0,0,7,0,1,1,1,0,0,0,0,0,0.71849215
8377,"Rush, Bobby",29346,111,2009,IL,1,1,1,1992,0,86,-0.421000004,19,0,0,1,0,0,9,0,0,0,0,0,0,0,24,7,3,2,0,2,0,0,0,0,1.71698451
8378,"Ryan, Paul",29939,111,2009,WI,1,0,0,1998,0,64,0.846000016,8,0,0,0,1,1,6,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0.142080709
8379,"Ryan, Tim",20343,111,2009,OH,17,1,1,2002,0,78,-0.409999996,18,0,0,0,1,0,4,0,0,1,1,1,1,0,7,0,0,0,0,2,0,0,0,0,0.826296329
8380,"Sablan, Gregorio",,111,2009,MP,0,1,1,2008,0,23,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,4,4,3,0,0,0,0,0,0,1.541716099
8381,"Salazar, John",20502,111,2009,CO,3,1,1,2004,0,62,-0.245000005,7,0,0,0,1,0,3,0,0,0,0,0,0,0,24,3,3,2,0,2,1,1,1,1,1.402795911
8382,"Sanchez, Linda",20310,111,2009,CA,39,1,1,2002,1,70,-0.507000029,53,0,0,0,1,0,4,0,0,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0.467037469
8383,"Sanchez, Loretta",29709,111,2009,CA,47,1,1,1996,1,69,-0.38499999,53,0,0,1,0,0,7,0,0,0,0,0,0,0,10,2,1,1,0,0,0,0,0,0,0.602468193
8384,"Sarbanes, John",20724,111,2009,MD,3,1,1,2006,0,70,-0.412999988,8,0,0,0,0,0,2,0,0,0,0,0,0,0,20,3,4,4,1,0,0,0,0,0,1.942585468
8385,"Scalise, Steve",20759,111,2009,LA,1,0,0,2008,0,66,0.742999971,7,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0.254911572
8386,"Schakowsky, Janice",29911,111,2009,IL,9,1,1,1998,1,75,-0.596000016,19,0,0,1,0,0,6,1,0,0,0,0,0,0,20,1,1,0,0,2,0,0,0,0,0.504628539
8387,"Schauer, Mark",20922,111,2009,MI,7,1,1,2008,0,49,-0.340000004,15,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,1,1,0,0,0,0,0,0,0.427580684
8388,"Schiff, Adam",20104,111,2009,CA,29,1,1,2000,0,69,-0.319000006,53,0,0,0,1,0,5,0,0,0,0,0,0,0,15,2,3,3,2,1,0,1,1,0,1.963083029
8389,"Schmidt, Jean",20540,111,2009,OH,2,0,0,2005,1,45,0.674000025,18,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.069778264
8390,"Schock, Aaron",20914,111,2009,IL,18,0,0,2008,0,59,0.524999976,19,0,0,0,0,0,1,0,0,0,0,0,0,0,11,2,1,1,0,0,0,0,0,0,0.616423845
8391,"Schrader, Kurt",20944,111,2009,OR,5,1,1,2008,0,54,-0.232999995,5,0,0,1,0,1,1,0,0,0,0,0,0,0,16,2,2,2,0,0,0,0,0,0,0.918403625
8392,"Schwartz, Allyson",20525,111,2009,PA,13,1,1,2004,1,63,-0.312999994,19,0,0,0,1,1,3,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0.32786864
8393,"Scott, David",20321,111,2009,GA,13,1,1,2002,0,69,-0.308999985,13,0,0,1,0,0,4,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0.480046123
8394,"Scott, Robert",39307,111,2009,VA,3,1,1,1992,0,97,-0.425000012,11,0,0,1,0,0,9,0,0,0,0,0,0,0,27,10,8,6,1,0,0,0,0,0,3.521319866
8395,"Sensenbrenner, F.",14657,111,2009,WI,5,0,0,1978,0,80,1.154000044,8,0,0,0,0,0,16,0,0,0,0,0,0,0,15,0,1,1,0,0,0,0,0,0,0.441536337
8396,"Serrano, Jose",29134,111,2009,NY,16,1,1,1990,0,97,-0.499000013,29,0,0,1,1,0,10,0,0,1,1,1,1,0,17,0,2,2,1,0,0,0,0,0,1.813274741
8397,"Sessions, Pete",29759,111,2009,TX,32,0,0,1996,0,57,0.779999971,32,0,0,0,1,0,7,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.055822607
8398,"Sestak, Joe",20744,111,2009,PA,7,1,1,2006,0,60,-0.230000004,19,0,0,0,0,0,2,0,0,0,0,0,0,0,61,2,1,1,0,1,1,1,1,1,1.464229107
8399,"Shadegg, John",29501,111,2009,AZ,3,0,0,1994,0,54,0.963999987,8,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.167467818
8400,"Shea-Porter, Carol",20731,111,2009,NH,1,1,1,2006,1,52,-0.31400001,2,0,0,0,0,0,2,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0.537734449
8401,"Sherman, Brad",29707,111,2009,CA,27,1,1,1996,0,69,-0.377000004,53,0,0,1,0,0,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0.237246081
8402,"Shimkus, John",29718,111,2009,IL,19,0,0,1996,0,64,0.59799999,19,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,"Shuler, Heath",20737,111,2009,NC,11,1,1,2006,0,62,-0.048,13,0,0,1,0,0,2,0,0,0,0,0,0,0,10,3,2,2,0,0,0,0,0,0,0.950024784
8404,"Shuster, Bill",20134,111,2009,PA,9,0,0,2001,0,64,0.51700002,19,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.069778264
8405,"Simpson, Michael",29910,111,2009,ID,2,0,0,1998,0,71,0.444999993,2,0,0,0,1,1,6,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0.345534116
8406,"Sires, Albio",20542,111,2009,NJ,13,1,1,2006,0,75,-0.379000008,13,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,2,1,1,1,1,0.278414667
8407,"Skelton, Ike",14451,111,2009,MO,4,1,1,1976,0,66,-0.199000001,9,0,1,0,0,0,17,0,0,4,3,4,3,2,6,0,2,2,1,0,0,0,0,0,4.897283554
8408,"Slaughter, Louise",15444,111,2009,NY,28,1,1,1986,1,78,-0.564999998,29,0,1,0,1,0,12,0,0,0,0,0,0,0,13,2,1,1,0,0,0,0,0,0,0.644335151
8409,"Smith, Adam",29768,111,2009,WA,9,1,1,1996,0,65,-0.25,9,0,0,1,0,0,7,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0.398177892
8410,"Smith, Adrian",20729,111,2009,NE,3,0,0,2006,0,77,0.67900002,3,0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,1,1,0,0,0,0,0,0,0.44524616
8411,"Smith, Christopher",14863,111,2009,NJ,4,0,0,1980,0,66,0.360000014,13,0,0,0,0,0,15,0,0,0,0,0,0,0,26,1,2,2,0,0,0,0,0,0,0.942605138
8412,"Smith, Lamar",15445,111,2009,TX,21,0,0,1986,0,80,0.588,32,0,0,0,0,0,12,0,0,0,0,0,0,0,13,0,1,1,0,0,0,0,0,0,0.413625062
8413,"Snyder, Vic",29703,111,2009,AR,2,1,1,1996,0,76,-0.240999997,4,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.013955652
8414,"Solis, Hilda",20105,111,2009,CA,32,1,1,2000,1,100,,53,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8415,"Souder, Mark",29519,111,2009,IN,3,0,0,1994,0,55,0.625,9,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0.142080709
8416,"Space, Zachary",20741,111,2009,OH,18,1,1,2006,0,60,-0.150999993,18,0,0,0,0,0,2,0,0,0,0,0,0,0,21,1,2,2,1,0,0,0,0,0,1.261427879
8417,"Speier, Jackie",20762,111,2009,CA,12,1,1,2008,1,75,-0.479999989,53,0,0,0,0,0,1,0,0,0,0,0,0,0,23,1,1,1,0,0,0,0,0,0,0.668536603
8418,"Spratt, John",15064,111,2009,SC,5,1,1,1982,0,62,-0.310000002,6,0,1,0,0,1,14,0,0,1,0,1,1,1,8,0,0,0,0,0,0,0,0,0,1.38116169
8419,"Stark, Fortney",14053,111,2009,CA,13,1,1,1972,0,76,-0.707000017,53,0,0,1,1,0,19,0,0,0,0,0,0,0,12,0,1,1,0,0,0,0,0,0,0.399669409
